27.74,995.33,60.7,-1
27.75,995.34,60.56,-1
27.76,995.33,60.33,0
27.78,995.34,60.24,0
27.79,995.34,60.17,0
27.81,995.35,60.11,0
27.82,995.34,60.08,0
27.83,995.35,60.06,0
27.84,995.35,60.01,0
27.85,995.34,59.98,0
27.86,995.34,59.97,0
27.88,995.35,59.92,0
27.89,995.34,59.92,0
27.89,995.34,59.85,0
27.9,995.35,59.75,0
27.91,995.35,59.68,0
27.79,995.29,60.33,0
27.8,995.29,60.16,0
27.81,995.29,59.93,0
27.82,995.29,59.77,0
27.79,995.27,60.37,0
27.8,995.27,60.24,0
