27.74,995.33,60.7
27.75,995.34,60.56
27.76,995.33,60.33
27.78,995.34,60.24
27.79,995.34,60.17
27.81,995.35,60.11
27.82,995.34,60.08
27.83,995.35,60.06
27.84,995.35,60.01
27.85,995.34,59.98
27.86,995.34,59.97
27.88,995.35,59.92
27.89,995.34,59.92
27.89,995.34,59.85
27.9,995.35,59.75
27.91,995.35,59.68
27.79,995.29,60.33
27.8,995.29,60.16
27.81,995.29,59.93
27.82,995.29,59.77
27.79,995.27,60.37
27.8,995.27,60.24
